Ticker,Address,City,State,Country,Website,Sector,Industry,Description,Latitude,Longitude
APD,1940 Air Products Boulevard,Allentown,PA,United States,https://www.airproducts.com,Basic Materials,Specialty Chemicals,"Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, equipment, and related services in the Americas, Asia, Europe, the Middle East, India, and internationally. The company produces atmospheric gases, including oxygen, nitrogen, and argon; process gases, such as hydrogen, helium, carbon dioxide, carbon monoxide, and syngas; and specialty gases for customers in various industries, including refining, chemical, manufacturing, electronics, energy production, medical, food, and metals. It also designs and manufactures equipment for air separation, hydrocarbon recovery and purification, natural gas liquefaction, and liquid helium and liquid hydrogen transport and storage. The company was founded in 1940 and is headquartered in Allentown, Pennsylvania.",40.6022059,-75.4712794
APH,358 Hall Avenue,Wallingford,CT,United States,https://www.amphenol.com,Technology,Electronic Components,"Amphenol Corporation, together with its subsidiaries, primarily designs, manufactures, and markets electrical, electronic, and fiber optic connectors in the United States, China, and internationally. It operates through three segments: Harsh Environment Solutions, Communications Solutions, and Interconnect and Sensor Systems. The company offers connectors and connector systems, including harsh environment data, power, high-speed, fiber optic, and radio frequency interconnect products; busbars and power distribution systems; and other connectors. It also provides value-add products, such as backplane interconnect systems, cable assemblies and harnesses, and cable management products; other products comprising flexible and rigid printed circuit boards, hinges, other mechanical, and production related products. In addition, the company offers consumer device, network infrastructure, and other antennas; coaxial, power, and specialty cables; and sensors and sensor-based products. It sells its products through its sales force, independent representatives, and a network of electronics distributors to original equipment manufacturers, electronic manufacturing services companies, original design manufacturers, and service providers in the automotive, broadband communication, commercial aerospace, industrial, information technology and data communication, military, mobile device, and mobile network markets. Amphenol Corporation was founded in 1932 and is headquartered in Wallingford, Connecticut.",41.4570418,-72.8231552
APLE,814 East Main Street,Richmond,VA,United States,https://www.applehospitalityreit.com,Real Estate,REIT - Hotel & Motel,"Apple Hospitality REIT, Inc. (NYSE: APLE) is a publicly traded real estate investment trust (REIT) that owns one of the largest and most diverse portfolios of upscale, rooms-focused hotels in the United States. Apple Hospitality's portfolio consists of 223 hotels with more than 29,400 guest rooms located in 87 markets throughout 37 states as well as one property leased to third parties. Concentrated with industry-leading brands, the Company's hotel portfolio consists of 99 Marriott-branded hotels, 119 Hilton-branded hotels and five Hyatt-branded hotels.",37.5385087,-77.43428
APO,9 West 57th Street,New York,NY,United States,https://www.apollo.com,Financial Services,Asset Management,"Apollo Global Management, Inc. is a private equity firm specializing in investments in credit, private equity and real estate markets. The firm's private equity investments include traditional buyouts, recapitalization, distressed buyouts and debt investments in real estate, corporate partner buyouts, distressed asset, corporate carve-outs, middle market, growth capital, turnaround, bridge, corporate restructuring, special situation, acquisition, and industry consolidation transactions. The firm provides its services to endowment and sovereign wealth funds, as well as other institutional and individual investors. It manages client focused portfolios. The firm launches and manages hedge funds for its clients. It also manages real estate funds and private equity funds for its clients. The firm invests in the fixed income and alternative investment markets across the globe. Its fixed income investments include income-oriented senior loans, bonds, collateralized loan obligations, structured credit, opportunistic credit, non-performing loans, distressed debt, mezzanine debt, and value oriented fixed income securities. The firm seeks to invest in chemicals, commodities, consumer and retail, oil and gas, metals, mining, agriculture, commodities, distribution and transportation, financial and business services, manufacturing and industrial, media distribution, cable, entertainment and leisure, telecom, technology, natural resources, energy, packaging and materials, and satellite and wireless industries. It also focuses on clean energy, sustainable industry, climate solutions, energy transition, industrial decarbonization, sustainable mobility, sustainable resource use, and sustainable real estate. It seeks to invest in companies based in across Africa, North America with a focus on United States, and Europe. The firm also makes investments outside North America, primarily in Western Europe and Asia. It employs a combination of contrarian, value, and distressed strategies to make its investments. The firm seeks to make investments in the range of $10 million and $1500 million. The firm seeks to invest in companies with Enterprise value between $750 million to $2500 million. The firm conducts an in-house research to create its investment portfolio. It seeks to acquire minority and majority positions in its portfolio companies. Apollo Global Management, Inc. was founded in 1990 and is headquartered in New York, New York with additional offices in North America, Asia, India and Europe.",40.7127281,-74.0060152
APPF,70 Castilian Drive,Santa Barbara,CA,United States,https://www.appfolioinc.com,Technology,Software - Application,"AppFolio, Inc., together with its subsidiaries, provides cloud business management solutions for the real estate industry in the United States. The company provides a cloud-based platform that enables users to automate and optimize common workflows; tools that assist with leasing, maintenance, and accounting; and other technology and services offered by third parties. It offers AppFolio Property Manager Core, a platform that provides the basic functionalities required to operate a property management business, as well as serves as a system of record; AppFolio Property Manager Plus, which offers housing management, student housing management, complex accounting, leasing insights, large-scale operations support, role-based permissions, stack integrations, and enhanced customer support services; AppFolio Property Manager Max offers customer relationship management functionality, field customization, customer database functionality, and customer success management services; and AppFolio Investment Manager, a software that provides investment management, asset management, and relationship management solutions. The company also provides value-added services that are designed to enhance, automate, and streamline processes and workflows for property management businesses, such as electronic payment, tenant screening, and insurance services. AppFolio, Inc. was incorporated in 2006 and is headquartered in Santa Barbara, California.",34.4221319,-119.702667
APTV,5 Hanover Quay,Dublin,,Ireland,https://www.aptiv.com,Consumer Cyclical,Auto Parts,"Aptiv PLC engages in design, manufacture, and sale of vehicle components in North America, Europe, Middle East, Africa, the Asia Pacific, South America, and internationally. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates through two segments, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle's electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable management products, electrical centers, and hybrid high voltage and safety distribution systems. Its Advanced Safety and User Experience segment provides critical technologies and services for vehicle safety, security, comfort, and convenience, such as sensing and perception systems, electronic control units, multi-domain controllers, vehicle connectivity systems, application software, autonomous driving technologies, and end-to-end DevOps tools. The company was formerly known as Delphi Automotive PLC and changed its name to Aptiv PLC in December 2017. Aptiv PLC was incorporated in 2011 and is based in Dublin, Ireland.",53.3412721,-6.2648794
AQN,354 Davis Road,Oakville,ON,Canada,https://algonquinpower.com,Utilities,Utilities - Renewable,"Algonquin Power & Utilities Corp. operates in the power and utility industries in the United States, Canada, and other regions. The company operates in two segments, Regulated Services Group and Renewable Energy Group. The company primarily owns and operates a regulated electric, water distribution and wastewater collection, and natural gas utility systems and transmission operations. As of December 31, 2023, it provided distribution services to approximately 1,256,000 customer connections in the electric (approximately 309,000 customer connections), water and wastewater (approximately 572,000 customer connections), and natural gas sectors (approximately 375,000 customer connections). The company's electrical distribution utility systems and related transmission and generation assets are located in the states of Arkansas, California, Kansas, Missouri, Nevada, New Hampshire, and Oklahoma, and in Bermuda. Its regulated water distribution and wastewater collection utility systems are located in the states of Arizona, Arkansas, California, Illinois, Missouri, New York and Texas, and in Chile. The company's regulated natural gas distribution utility systems located in the province of New Brunswick and the states of Georgia, Illinois, Iowa, Massachusetts, Missouri, New Hampshire and New York. It also owns and operates generating assets with a gross capacity of approximately 2.0 gigawatt (GW) and has investments in generating assets with approximately 0.3 GW of net generation capacity. The company generates and sells electrical energy, capacity, ancillary products, and renewable attributes produced by its renewable and clean power generation facilities. It has economic interests in hydroelectric, wind, solar, renewable natural gas, and thermal facilities. As of December 31, 2023, it had a combined net generating capacity attributable to the Renewable Energy Group of approximately 2.7 GW. The company was incorporated in 1988 and is headquartered in Oakville, Canada.",43.447436,-79.666672
AR,1615 Wynkoop Street,Denver,CO,United States,https://www.anteroresources.com,Energy,Oil & Gas E&P,"Antero Resources Corporation, an independent oil and natural gas company, engages in the development, production, exploration, and acquisition of natural gas, natural gas liquids (NGLs), and oil properties in the United States. It operates in three segments: Exploration and Development; Marketing; and Equity Method Investment in Antero Midstream. As of December 31, 2023, the company had approximately 515,000 net acres in the Appalachian Basin; and approximately 172,000 net acres in the Upper Devonian Shale. Its gathering and compression systems also comprise 631 miles of gas gathering pipelines in the Appalachian Basin. The company was formerly known as Antero Resources Appalachian Corporation and changed its name to Antero Resources Corporation in June 2013. Antero Resources Corporation was incorporated in 2002 and is headquartered in Denver, Colorado.",,
ARCB,8401 McClure Drive,Fort Smith,AR,United States,https://www.arcb.com,Industrials,Trucking,"ArcBest Corporation, an integrated logistics company, engages in the provision of ground, air, and ocean transportation solutions. It operates through two segments: Asset-Based and Asset-Light. The Asset-Based segment provides less-than-truckload (LTL) services, that transports general commodities, such as food, textiles, apparel, furniture, appliances, chemicals, non-bulk petroleum products, rubber, plastics, metal and metal products, wood, glass, automotive parts, machinery, and miscellaneous manufactured products. The segment also offers motor carrier freight transportation services to customers in Mexico through arrangements with trucking companies. The Asset-Light segment provides ground expedite services; third-party transportation brokerage services by sourcing various capacity solutions, including dry van over-the-road, temperature-controlled and refrigerated, flatbed, intermodal or container shipping, and specialized equipment; less-than- and full container load ocean transportation services; warehousing and distribution services; managed transportation services; and moving services to do-it-yourself' consumer, as well as provides final mile, time critical, product launch, retail logistics, supply chain optimization, and trade show shipping services. This segment also offers premium logistics services, such as deployment of specialized equipment to meet linehaul requirements; international freight transportation with air, ocean, and ground services; and engages in the final mile, time-critical, product launch, retail logistics, supply chain optimization, brokered LTL, and trade show shipping activities. The company was formerly known as Arkansas Best Corporation and changed its name to ArcBest Corporation in May 2014. ArcBest Corporation was founded in 1923 and is headquartered in Fort Smith, Arkansas.",35.3880338,-94.4265011
ARE,26 North Euclid Avenue,Pasadena,CA,United States,https://www.are.com,Real Estate,REIT - Office,"Alexandria Real Estate Equities, Inc. (NYSE: ARE), an S&P 500 company, is a best-in-class, mission-driven life science REIT making a positive and lasting impact on the world. As the pioneer of the life science real estate niche since our founding in 1994, Alexandria is the preeminent and longest-tenured owner, operator, and developer of collaborative life science, agtech, and advanced technology mega campuses in AAA innovation cluster locations, including Greater Boston, the San Francisco Bay Area, New York City, San Diego, Seattle, Maryland, and Research Triangle. Alexandria has a total market capitalization of $33.1 billion and an asset base in North America of 73.5 million SF as of December 31, 2023, which includes 42.0 million RSF of operating properties, 5.5 million RSF of Class A/A+ properties undergoing construction and one near-term project expected to commence construction in the next two years, 2.1 million RSF of priority anticipated development and redevelopment projects, and 23.9 million SF of future development projects. Alexandria has a longstanding and proven track record of developing Class A/A+ properties clustered in life science, agtech, and advanced technology mega campuses that provide our innovative tenants with highly dynamic and collaborative environments that enhance their ability to successfully recruit and retain world-class talent and inspire productivity, efficiency, creativity, and success. Alexandria also provides strategic capital to transformative life science, agrifoodtech, climate innovation, and technology companies through our venture capital platform. We believe our unique business model and diligent underwriting ensure a high-quality and diverse tenant base that results in higher occupancy levels, longer lease terms, higher rental income, higher returns, and greater long-term asset value.",34.1476507,-118.144155
ARES,2000 Avenue of the Stars,Los Angeles,CA,United States,https://www.aresmgmt.com,Financial Services,Asset Management,"Ares Management Corporation operates as an alternative asset manager in the United States, Europe, and Asia. The company's Tradable Credit Group segment manages various types of investment funds, such as commingled and separately managed accounts for institutional investors, and publicly traded vehicles and sub-advised funds for retail investors in the tradable and non-investment grade corporate credit markets. Its Direct Lending Group segment provides financing solutions to small-to-medium sized companies. The company's Private Equity Group segment focuses on majority or shared-control investments primarily in under-capitalized companies. Its Real Estate Group segment invests in new developments and the repositioning of assets, with a focus on control or majority-control investments; and originates and invests in a range of self-originated financing opportunities for middle-market owners and operators of commercial real estate. The firm was previously known as Ares Management, L.P. Ares Management Corporation was founded in 1997 and is headquartered in Los Angeles, California with additional offices in the United States, Europe and Asia. Ares Management GP LLC is the general partner of the company.",34.0536909,-118.242766
ARLP,1717 South Boulder Avenue,Tulsa,OK,United States,https://www.arlp.com,Energy,Thermal Coal,"Alliance Resource Partners, L.P., a diversified natural resource company, produces and markets coal primarily to utilities and industrial users in the United States. The company operates through four segments: Illinois Basin Coal Operations, Appalachia Coal Operations, Oil & Gas Royalties, and Coal Royalties. It produces a range of thermal and metallurgical coal with sulfur and heat contents. The company operates seven underground mining complexes in Illinois, Indiana, Kentucky, Maryland, Pennsylvania, and West Virginia. In addition, it owns and leases oil and gas mineral interests and equity interests; and leases its coal mineral reserves and resources to its mining complexes; and leases land and operates a coal loading terminal on the Ohio River at Mt. Vernon, Indiana. Further, the company offers various mining technology products and services, including data network, communication and tracking systems, mining proximity detection systems, industrial collision avoidance systems, and data and analytics software. It also exports its products. The company was founded in 1971 and is headquartered in Tulsa, Oklahoma.",36.1563122,-95.9927516
ARMK,2400 Market Street,Philadelphia,PA,United States,https://www.aramark.com,Industrials,Specialty Business Services,"Aramark provides food and facilities services to education, healthcare, business and industry, sports, leisure, and corrections clients in the United States and internationally. It operates through two segments, Food and Support Services United States, and Food and Support Services International. The company offers food-related managed services, including dining, catering, food service management, and convenience-oriented retail services; non-clinical food and food-related support services, such as patient food and nutrition, retail food, environmental services, and procurement services; and plant operations and maintenance, custodial/housekeeping, energy management, grounds keeping, and capital project management services. It also provides on-site restaurants, catering, convenience stores, and executive dining services; beverage and vending services; and facility management services comprising landscaping, transportation, capital program management, payment services, and other facility consulting services relating to building operations. In addition, the company offers concessions, banquet, and catering services; retail services and merchandise sale, recreational, and lodging services; and facility management services at sports, entertainment, and recreational facilities. Further, it offers correctional food; and operates commissaries, laundry facilities, and property rooms. It primarily serves business and industry, sports, leisure and corrections, education, healthcare, public institutions, manufacturing, transportation, service, and other industries. The company was formerly known as ARAMARK Holdings Corporation. Aramark was founded in 1959 and is based in Philadelphia, Pennsylvania.",39.9527237,-75.1635262
ARW,9201 East Dry Creek Road,Centennial,CO,United States,https://www.arrow.com,Technology,Electronics & Computer Distribution,"Arrow Electronics, Inc. provides products, services, and solutions to industrial and commercial users of electronic components and enterprise computing solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates in two segments, Global Components and Global Enterprise Computing Solutions. The Global Components segment markets and distributes electronic components comprising semiconductor products and related services; interconnect, passive, and electromechanical products, including capacitors, resistors, potentiometers, power supplies, relays, switches, and connectors; and computing and memory products, as well as other products and services. The Global Enterprise Computing Solutions segment offers computing solutions, such as datacenter, cloud, security, and analytics solutions. This segment also provides access to various services, including engineering and integration support, warehousing and logistics, marketing resources, and authorized hardware and software training. The company serves original equipment manufacturers, value-added resellers, managed service providers, contract manufacturers, and other commercial customers. Arrow Electronics, Inc. was founded in 1935 and is based in Centennial, Colorado.",,
ARWR,177 East Colorado Boulevard,Pasadena,CA,United States,https://arrowheadpharma.com,Healthcare,Biotechnology,"Arrowhead Pharmaceuticals, Inc. develops medicines for the treatment of intractable diseases in the United States. The company's products in pipeline includes Plozasiran, which is in Phase 2b and one Phase 3 clinical trial to treat hypertriglyceridemia, mixed dyslipidemia, and chylomicronemia syndrome; Zodasiran that is in Phase 2b clinical trial for the treatment of dyslipidemia and hypertriglyceridemia; ARO-PNPLA3, which is in Phase 1 clinical trial to treat patients with non-alcoholic steatohepatitis; ARO-RAGE that is in Phase 1/2a clinical trial to treat inflammatory pulmonary conditions; and ARO-MUC5AC, which is in Phase 1/2a clinical trial to treat muco-obstructive pulmonary diseases. It also develops ARO-MMP7 that is in Phase 1/2a clinical trial for treatment of idiopathic pulmonary fibrosis; ARO-DUX4 for the treatment of facioscapulohumeral muscular dystrophy; ARO-SOD1 for the potential treatment of amyotrophic lateral sclerosis; and ARO-C3, which is in Phase 1/2a clinical trial for the treatment of patients with various complement mediated or complement associated renal diseases. In addition, the company is involved in the development of JNJ-3989, which is in Phase 2 clinical trial to treat chronic hepatitis B virus infection; Olpasiran that is in Phase 3 clinical trial to reduce the production of apolipoprotein A; GSK-4532990 that is in phase 2 clinical trial to treat liver diseases; HZN-457, which is in phase 1 clinical trial to treat uncontrolled gout; and Fazirsiran that is in Phase 3 clinical trial for the treatment for liver disease associated with alpha-1 antitrypsin deficiency. Arrowhead Pharmaceuticals, Inc. has license and research collaboration agreements with Janssen Pharmaceuticals, Inc.; Takeda Pharmaceutical Company Limited; Horizon Therapeutics Ireland DAC; Amgen Inc.; and Glaxosmithkline Intellectual Property (No. 3) Limited. The company was founded in 2003 and is headquartered in Pasadena, California.",34.1476507,-118.144155
ASB,433 Main Street,Green Bay,WI,United States,https://www.associatedbank.com,Financial Services,Banks - Regional,"Associated Banc-Corp, a bank holding company, provides various banking and nonbanking products to individuals and businesses in Wisconsin, Illinois, and Minnesota. The company offers lending solutions, including commercial loans and lines of credit, commercial real estate financing, construction loans, letters of credit, leasing, asset based lending and equipment finance, loan syndications products, residential mortgages, home equity loans and lines of credit, personal and installment loans, auto finance and business loans, and business lines of credit. It also provides deposit and cash management solutions, such as commercial checking and interest-bearing deposit products, cash vault and night depository services, liquidity solutions, payables and receivables solutions, and information services; specialized financial services, such as interest rate risk management and foreign exchange solutions; fiduciary services, such as administration of pension, profit-sharing and other employee benefit plans, fiduciary and corporate agency services, and institutional asset management services; and investable funds solutions, including savings, money market deposit accounts, IRA accounts, CDs, fixed and variable annuities, full-service, discount, and online investment brokerage; investment advisory services; and trust and investment management accounts. In addition, the company offers deposit and transactional solutions, including checking, credit, debit and pre-paid cards, online banking and bill pay; and money transfer services. Associated Banc-Corp was founded in 1861 and is headquartered in Green Bay, Wisconsin.",44.5126379,-88.0125794
ASGN,4400 Cox Road,Glen Allen,VA,United States,https://www.asgn.com,Technology,Information Technology Services,"ASGN Incorporated engages in the provision of information technology (IT) services and solutions in the technology, digital, and creative fields for commercial and government sectors in the United States, Canada, and Europe. It operates through two segments: Commercial and Federal Government. The Commercial Segment provides consulting, creative digital marketing, and permanent placement services primarily to enterprise clients. This segment also offers workforce mobilization, modern enterprise, and digital innovation IT consulting services; and cloud, data and analytics, and digital transformation solutions. The Federal Government Segment provides mission-critical solutions to the department of defense, intelligence communities, and federal civilian agencies. This segment offers cloud, cybersecurity, artificial intelligence, machine learning, application and IT modernization, and science and engineering solutions. The company was formerly known as On Assignment, Inc. and changed its name to ASGN Incorporated in April 2018. ASGN Incorporated was founded in 1985 and is based in Glen Allen, Virginia.",37.6659781,-77.506374
ASH,8145 Blazer Drive,Wilmington,DE,United States,https://www.ashland.com,Basic Materials,Specialty Chemicals,"Ashland Inc. provides additives and specialty ingredients in the North and Latin America, Europe, Asia Pacific, and internationally. It operates through Life Sciences, Personal Care, Specialty Additives, and Intermediates segments. The Life Sciences segment offers pharmaceutical solutions, including controlled release polymers, disintegrants, tablet coatings, thickeners, solubilizers, and tablet binders; nutrition solutions, such as thickeners, stabilizers, emulsifiers, and additives; and nutraceutical solutions comprising products for weight management, joint comfort, stomach and intestinal health, sports nutrition, and general wellness, as well as custom formulation, toll processing, and particle engineering solutions. Its Personal Care segment provides a range of nature-based, biodegradable, and performance ingredients; solutions for toothpastes, mouth washes and rinses, denture cleaning, and care for teeth; and household supplies nature-derived rheology ingredients, biodegradable surface wetting agents, performance encapsulates, and specialty polymers. The Specialty Additives segment offers rheology modifiers, foam control agents, surfactants and wetting agents, pH neutralizers, advanced ceramics used in catalytic converters, environmental filters, ingredients for the manufacturing of ceramic capacitors, plasma display panels and solar cells, ingredients for textile printing, thermoplastic metals, and alloys for welding. Its Intermediates segment produces 1,4 butanediol and related derivatives, including n-methylpyrrolidone. It offers its products to customers in a range of consumer and industrial markets, such as architectural coatings, construction, energy, food and beverage, nutraceuticals, personal care, and pharmaceutical. The company was formerly known as Ashland Global Holdings Inc. and changed its name to Ashland Inc. in August 2022. Ashland Inc. was founded in 1924 and is headquartered in Wilmington, Delaware.",39.7459468,-75.546589
ASML,De Run 6501,Veldhoven,,Netherlands,https://www.asml.com,Technology,Semiconductor Equipment & Materials,"ASML Holding N.V. develops, produces, markets, sells, and services advanced semiconductor equipment systems for chipmakers. It offers advanced semiconductor equipment systems, including lithography, metrology, and inspection systems. The company also provides extreme ultraviolet lithography systems; and deep ultraviolet lithography systems comprising immersion and dry lithography solutions to manufacture various range of semiconductor nodes and technologies. In addition, it offers metrology and inspection systems, including YieldStar optical metrology systems to assess the quality of patterns on the wafers; and HMI electron beam solutions to locate and analyze individual chip defects. Further, the company provides computational lithography solutions, and lithography systems and control software solutions; and refurbishes and upgrades lithography systems, as well as offers customer support and related services. It operates in Japan, South Korea, Singapore, Taiwan, China, rest of Asia, the Netherlands, rest of Europe, the Middle East, Africa, and the United States. The company was formerly known as ASM Lithography Holding N.V. and changed its name to ASML Holding N.V. in 2001. ASML Holding N.V. was founded in 1984 and is headquartered in Veldhoven, the Netherlands.",51.8324687,4.3433272
ASND,Tuborg Boulevard 12,Hellerup,,Denmark,https://ascendispharma.com,Healthcare,Biotechnology,"Ascendis Pharma A/S, a biopharmaceutical company, focuses on developing therapies for unmet medical needs. It offers SKYTROFA for treating patients with growth hormone deficiency (GHD). The company is also developing a pipeline of three independent endocrinology rare disease product candidates in clinical development, as well as focuses on advancing oncology therapeutic candidates. The company was incorporated in 2006 and is headquartered in Hellerup, Denmark.",55.2849572,10.573789556559301
ASR,Bosque de Alisos No. 47A,Mexico City,DF,Mexico,https://www.asur.com.mx,Industrials,Airports & Air Services,"Grupo Aeroportuario del Sureste, S. A. B. de C. V. holds concessions to operate, maintain, and develop airports in the southeast region of Mexico. The company operates airports that are located in the cities of Cancún, Cozumel, Mérida, Huatulco, Oaxaca, Veracruz, Villahermosa, Tapachula, and Minatitlán. It provides aeronautical services, which include passenger, aircraft landing and parking, passenger walkway, and airport security services. The company also offers non-aeronautical services, such as leasing of space at its airports to retailers, restaurants, airlines, and other commercial tenants; catering, handling, and ground transportation services, as well as engages in the various commercial operations. In addition, it holds concessions to operate the Luis Muñoz Marín International Airport in San Juan, Puerto Rico; and various airports in Colombia, including the Enrique Olaya Herrera Airport in Medellín, the José María Córdova International Airport in Rionegro, the Los Garzones Airport in Montería, the Antonio Roldán Betancourt Airport in Carepa, the El Caraño Airport in Quibdó, and the Las Brujas Airport in Corozal. Grupo Aeroportuario del Sureste, S. A. B. de C. V. was incorporated in 1998 and is headquartered in Mexico City, Mexico.",,
ASX,"26, Chin 3rd Road",Kaohsiung,,Taiwan,https://www.aseglobal.com,Technology,Semiconductors,"ASE Technology Holding Co., Ltd., together with its subsidiaries, provides semiconductors packaging and testing, and electronic manufacturing services in the United States, Taiwan, Asia, Europe, and internationally. It develops, constructs, sells, leases, and manages real estate properties; produces substrates; offers information software, equipment leasing, investment advisory, and warehousing management services; commercial complex, after-sales, and support services; manages parking lot services; processes and sells computer and communication peripherals, electronic components, telecommunications equipment, and motherboards; and imports and exports goods and technology. ASE Technology Holding Co., Ltd. was founded in 1984 and is based in Kaohsiung, Taiwan.",22.6255295,120.32159609508065
ATHM,"CEC Plaza, Tower B",Beijing,,China,https://www.autohome.com.cn,Communication Services,Internet Content & Information,"Autohome Inc. operates as an online destination for automobile consumers in the People's Republic of China. The company delivers interactive content and tools to automobile consumers through its three websites, autohome.com.cn, che168.com, and ttpai.cn on PCs, mobile devices, mobile applications, and mini apps. It provides media services, including automaker advertising services and regional marketing campaigns; and leads generation services comprising dealer subscription services, advertising services for individual dealers, and used automobile listing and other platform-based services. The company also offers Autohome Mall, an online transaction platform for users to review automotive-related information, purchase coupons offered by automakers for discounts, and make purchases to complete the transaction; data products; and online bidding platform for used automobiles, as well as collects commissions for facilitating transactions of auto-financing and insurance products on its platform. The company was formerly known as Sequel Limited and changed its name to Autohome Inc. in October 2011. Autohome Inc. was founded in 2008 and is headquartered in Beijing, the People's Republic of China.",36.560618,117.0584464
ATI,2021 McKinney Avenue,Dallas,TX,United States,https://www.atimaterials.com,Industrials,Metal Fabrication,"ATI Inc. produces and sells specialty materials and complex components worldwide. It operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, metallic powder alloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes, as well as precision forgings, components, and machined parts. The AA&S segment produces zirconium and related alloys, including hafnium and niobium, nickel-based alloys, titanium and titanium-based alloys, and specialty alloys in a variety of forms, such as plate, sheet, and precision rolled strip products. It also provides hot-rolling conversion services, including carbon steel products. ATI Inc. serves to aerospace and defense, energy, automotive, construction and mining, food equipment and appliances, and medical markets. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was incorporated in 1996 and is headquartered in Dallas, Texas.",32.7762719,-96.7968559
ATO,1800 Three Lincoln Centre,Dallas,TX,United States,https://www.atmosenergy.com,Utilities,Utilities - Regulated Gas,"Atmos Energy Corporation, together with its subsidiaries, engages in the regulated natural gas distribution, and pipeline and storage businesses in the United States. It operates through two segments, Distribution, and Pipeline and Storage. The Distribution segment is involved in the regulated natural gas distribution and related sales operations in eight states. This segment distributes natural gas to approximately 3.3 million residential, commercial, public authority, and industrial customers; and owned 73,689 miles of underground distribution and transmission mains. The Pipeline and Storage segment engages in the pipeline and storage operations. This segment transports natural gas for third parties and manages five underground storage facilities in Texas; provides ancillary services customary to the pipeline industry, including parking arrangements, lending, and inventory sales; and owned 5,645 miles of gas transmission lines. Atmos Energy Corporation was founded in 1906 and is headquartered in Dallas, Texas.",32.7762719,-96.7968559
ATR,265 Exchange Drive,Crystal Lake,IL,United States,https://www.aptar.com,Healthcare,Medical Instruments & Supplies,"AptarGroup, Inc. designs and manufactures a range of drug delivery, consumer product dispensing, and active material science solutions and services for the pharmaceutical, beauty, personal care, home care, and food and beverage markets. The company operates through Aptar Pharma, Aptar Beauty, and Aptar Closures segments. It also provides pumps for nasal allergy treatments; and metered dose inhaler valves for respiratory ailments, such as asthma and chronic obstructive pulmonary diseases; elastomer for injectable primary packaging components; and active material science solutions. In addition, the company offers dispensing pumps, closures, elastomeric components, and aerosol valves to the digital health solutions. It primarily sells its products and services in Asia, Europe, Latin America, and North America. AptarGroup, Inc. was incorporated in 1992 and is headquartered in Crystal Lake, Illinois.",42.2411344,-88.3161965
ATRC,7555 Innovation Way,Mason,OH,United States,https://www.atricure.com,Healthcare,Medical Instruments & Supplies,"AtriCure, Inc. develops, manufactures, and sells devices for surgical ablation of cardiac tissue, exclusion of the left atrial appendage, and temporarily blocking pain by ablating peripheral nerves to medical centers in the United States, Europe, the Asia-Pacific, and internationally. The company offers Isolator Synergy Clamps, single-use disposable radio frequency products; multifunctional pens and linear ablation devices, such as the MAX Pen device that enables surgeons to evaluate cardiac arrhythmias, perform temporary cardiac pacing, sensing, and stimulation, and ablate cardiac tissue with the same device; and the Coolrail device, which enables users to make longer linear lines of ablation. It also provides cryoICE Cryoablation System that enables the user to make linear ablations of varied lengths; EPi-Sense Systems, a single-use disposable device used for the treatment of symptomatic, drug-refractory, and long-standing persistent atrial fibrillation; cryoSPHERE probe, which provides temporary pain relief by applying cryothermic energy to targeted intercoastal peripheral nerves in the ribcage; AtriClip System, an implantable device coupled to a single-use disposable applier; and LARIAT System, a suture-based solution for soft-tissue closure. In addition, the company sells Lumitip dissectors to separate tissues to provide access to key anatomical structures that are targeted for ablation; Glidepath guides for placement of clamps; Subtle Cannula's to support access for EPi-Sense catheters; and various reusable cardiac surgery instruments. It markets and sells its products through independent distributors and direct sales personnel. The company was incorporated in 2000 and is headquartered in Mason, Ohio.",39.3600586,-84.309939
